frame,frac,disp,eps_t_mm,eps_r_mrad,dir,e0_t_mm,e0_r_mrad,all_t_mm,all_r_mrad,all_rho_t,all_rho_r,robust_t_mm,robust_r_mrad,robust_rho_t,robust_rho_r,oracle_t_mm,oracle_r_mrad,oracle_rho_t,oracle_rho_r,shift_t_mm,shift_r_mrad,shift_rho_t,shift_rho_r
30,0.02,0.0,5.0,2.0,0,5.0,1.9999999999999996,0.013751781540991338,0.004231464701545768,0.0027503563081982675,0.0021157323507728846,0.02900556961377449,0.01310019002150634,0.005801113922754899,0.0065500950107531715,0.015000362517066526,0.004458215728995366,0.0030000725034133053,0.0022291078644976836,0.012973951929061618,0.004432373653693551,0.0025947903858123235,0.002216186826846776
30,0.02,0.0,5.0,2.0,1,5.0,2.0,0.013807418873429667,0.004252517717011484,0.0027614837746859334,0.002126258858505742,0.028974468621934035,0.013103256236888742,0.005794893724386807,0.006551628118444371,0.015073209596650497,0.004506924300441413,0.0030146419193300992,0.0022534621502207064,0.012119706702281765,0.003788333164567362,0.002423941340456353,0.001894166582283681
30,0.02,0.0,5.0,2.0,2,5.000000000000001,2.0,0.013824566181180283,0.004252468024699357,0.002764913236236056,0.0021262340123496784,0.029014633592617592,0.013116051644110054,0.0058029267185235175,0.006558025822055027,0.015009547570389605,0.00449217282108309,0.0030019095140779205,0.002246086410541545,0.01335488085756249,0.005081325265140702,0.0026709761715124976,0.002540662632570351
30,0.02,0.0,5.0,2.0,3,4.999999999999998,2.0,0.013758017086408668,0.004229121672698876,0.0027516034172817344,0.002114560836349438,0.029001727696778983,0.013116114797557208,0.005800345539355799,0.006558057398778604,0.01504981660287853,0.004489867825281319,0.003009963320575707,0.0022449339126406594,0.014178003455569724,0.004232014142249124,0.0028356006911139458,0.002116007071124562
30,0.02,0.0,5.0,5.0,0,5.0,4.999999999999999,0.013700197759306317,0.004203271162793719,0.0027400395518612634,0.000840654232558744,0.02900599316496612,0.013118797888922696,0.005801198632993224,0.0026237595777845396,0.015036375051091323,0.004463768917229437,0.003007275010218265,0.0008927537834458876,0.012914201279974707,0.004387933499951212,0.0025828402559949413,0.0008775866999902425
30,0.02,0.0,5.0,5.0,1,5.000000000000001,4.999999999999999,0.013729654375924666,0.00419676611064869,0.0027459308751849325,0.0008393532221297381,0.02899037118363065,0.013104490948570495,0.005798074236726129,0.0026208981897140994,0.01499359112236669,0.004468500164312335,0.0029987182244733375,0.0008937000328624671,0.012053689232969175,0.0037939515502289577,0.0024107378465938346,0.0007587903100457916
30,0.02,0.0,5.0,5.0,2,5.0,4.999999999999999,0.013662470610025842,0.00422814275238652,0.0027324941220051684,0.0008456285504773042,0.02898887114576423,0.013104208740128541,0.005797774229152846,0.0026208417480257087,0.014942986652989656,0.004460702624474394,0.002988597330597931,0.0008921405248948789,0.013274356763525338,0.005084644952910308,0.0026548713527050675,0.0010169289905820617
30,0.02,0.0,5.0,5.0,3,5.0,5.0,0.013723233301439113,0.004210316862038739,0.0027446466602878226,0.0008420633724077479,0.02901569202485982,0.013112973779238273,0.005803138404971964,0.0026225947558476547,0.014983015559704459,0.004462991827314981,0.002996603111940892,0.0008925983654629961,0.01412287845208202,0.004208870440631344,0.002824575690416404,0.0008417740881262688
30,0.02,0.0,10.0,2.0,0,10.000000000000004,2.0,0.01377475367671596,0.0042037778355071154,0.0013774753676715956,0.0021018889177535577,0.02891315731898567,0.013082350872658254,0.002891315731898566,0.006541175436329127,0.015003304562903136,0.004412977013872082,0.001500330456290313,0.002206488506936041,0.012830613026227282,0.004334697781438018,0.0012830613026227277,0.002167348890719009
30,0.02,0.0,10.0,2.0,1,10.0,2.0,0.013361819067844793,0.004133075630885863,0.0013361819067844792,0.0020665378154429313,0.02893804299298765,0.013072792201680495,0.0028938042992987653,0.0065363961008402475,0.014675491906903504,0.004401435347758718,0.0014675491906903505,0.002200717673879359,0.011643005179909065,0.003633102592525696,0.0011643005179909065,0.001816551296262848
30,0.02,0.0,10.0,2.0,2,10.000000000000002,2.0,0.013762614854840061,0.00423606981588062,0.0013762614854840058,0.00211803490794031,0.029031001087783465,0.013103947172067297,0.002903100108778346,0.006551973586033649,0.01504687474690245,0.004496000950967606,0.0015046874746902448,0.002248000475483803,0.013384767852593304,0.005092189076396432,0.0013384767852593301,0.002546094538198216
30,0.02,0.0,10.0,2.0,3,9.999999999999996,2.0000000000000004,0.013668023136683194,0.004156375160018078,0.00136680231366832,0.0020781875800090386,0.028971741723411153,0.013074329936676314,0.0028971741723411164,0.006537164968338155,0.014825037547313047,0.00435955744920582,0.0014825037547313053,0.0021797787246029096,0.014054338961799804,0.004131754647083004,0.001405433896179981,0.0020658773235415016
30,0.02,0.0,10.0,5.0,0,10.0,4.999999999999998,0.013750108833925441,0.004217529749911714,0.001375010883392544,0.000843505949982343,0.028971878807864358,0.013099145076633012,0.002897187880786436,0.0026198290153266034,0.014994223464009328,0.004487606489899823,0.001499422346400933,0.0008975212979799649,0.012931885558823727,0.004413395451499309,0.0012931885558823727,0.0008826790902998621
30,0.02,0.0,10.0,5.0,1,9.999999999999993,4.999999999999999,0.013934143756366615,0.004322194496626739,0.0013934143756366626,0.0008644388993253481,0.02940071952366528,0.013230434365404272,0.00294007195236653,0.0026460868730808548,0.015149513656469224,0.00456947687840205,0.0015149513656469236,0.0009138953756804101,0.012234531096676129,0.0038577634813675215,0.0012234531096676137,0.0007715526962735045
30,0.02,0.0,10.0,5.0,2,10.0,5.0,0.01341554676448091,0.00417999700915405,0.001341554676448091,0.0008359994018308101,0.028911705321415813,0.013076371034874296,0.0028911705321415814,0.002615274206974859,0.014660254718076958,0.004385377651095735,0.001466025471807696,0.000877075530219147,0.01303614479455473,0.005010642232960191,0.001303614479455473,0.0010021284465920382
30,0.02,0.0,10.0,5.0,3,10.000000000000002,4.999999999999999,0.014472293582566046,0.004474111568943418,0.0014472293582566045,0.0008948223137886837,0.029996022186838195,0.013510670518938145,0.002999602218683819,0.0027021341037876297,0.015765839690105907,0.0047897368739583945,0.0015765839690105904,0.000957947374791679,0.014973716677515394,0.004555042297579947,0.0014973716677515391,0.0009110084595159896
30,0.02,0.0,20.0,2.0,0,20.0,2.0,0.01378281968860292,0.004233381210949606,0.000689140984430146,0.002116690605474803,0.029029214378432804,0.013102700324977238,0.0014514607189216402,0.006551350162488619,0.015039787406976795,0.004490951262412326,0.0007519893703488397,0.002245475631206163,0.012928335012580562,0.004390711723421015,0.0006464167506290281,0.0021953558617105076
30,0.02,0.0,20.0,2.0,1,20.0,1.9999999999999996,0.013765255090694274,0.0042511306769042285,0.0006882627545347137,0.0021255653384521147,0.029177728785201085,0.01314660781259103,0.0014588864392600543,0.006573303906295517,0.015034561552491357,0.004493335211497747,0.0007517280776245678,0.0022466676057488737,0.012123824109044203,0.003806556391988221,0.0006061912054522101,0.001903278195994111
30,0.02,0.0,20.0,2.0,2,20.000000000000007,1.9999999999999996,0.021536059295008996,0.0075995993195108365,0.0010768029647504494,0.003799799659755419,0.0736206505903688,0.0196131944859947,0.003681032529518439,0.009806597242997352,0.02315685633282275,0.008186630249047649,0.001157842816641137,0.004093315124523825,0.022101981391509117,0.009156545189833856,0.0011050990695754554,0.004578272594916929
30,0.02,0.0,20.0,2.0,3,20.0,1.9999999999999996,0.01473605403069574,0.003966935251754001,0.000736802701534787,0.001983467625877001,0.03349208796984541,0.013742485176277927,0.0016746043984922705,0.006871242588138965,0.016198723473014234,0.004323330582728348,0.0008099361736507117,0.0021616652913641742,0.016514099294007437,0.004604520045824688,0.0008257049647003719,0.0023022600229123443
30,0.02,0.0,20.0,5.0,0,20.000000000000007,5.0,2.560374107096335,2.295929270273914,0.1280187053548167,0.4591858540547828,6.442947365912981,2.25971336523428,0.32214736829564894,0.451942673046856,2.609933737030765,2.3745925240279244,0.1304966868515382,0.4749185048055849,2.9112270209964732,2.2431348177894117,0.14556135104982362,0.44862696355788234
30,0.02,0.0,20.0,5.0,1,20.0,5.000000000000001,8.649716795382094,1.0383102633051289,0.4324858397691047,0.20766205266102575,7.024115764288038,0.9508194042838303,0.3512057882144019,0.19016388085676603,8.871862753051657,1.0482843824387629,0.44359313765258285,0.20965687648775252,8.994283569223654,1.166817270633041,0.4497141784611827,0.23336345412660817
30,0.02,0.0,20.0,5.0,2,19.999999999999996,4.999999999999999,0.016039641810027788,0.003505704523294452,0.0008019820905013896,0.0007011409046588906,0.025996112159522543,0.011321004617670887,0.0012998056079761274,0.002264200923534178,0.016155989762239267,0.003021472976143075,0.0008077994881119635,0.0006042945952286151,0.014169531466829519,0.003522625191036564,0.0007084765733414761,0.0007045250382073129
30,0.02,0.0,20.0,5.0,3,20.0,5.0,0.013472267709050715,0.004170234621580256,0.0006736133854525358,0.0008340469243160512,0.028793318493791607,0.013077925814316913,0.0014396659246895802,0.0026155851628633826,0.01474786394941655,0.0043958029236152805,0.0007373931974708275,0.0008791605847230561,0.01387308422964648,0.00411936107802004,0.000693654211482324,0.0008238722156040081
30,0.02,2.0,5.0,2.0,0,5.0,1.9999999999999996,0.20777086005870077,0.16632322836190871,0.04155417201174015,0.08316161418095437,0.01670001406845187,0.018890724760563096,0.0033400028136903737,0.00944536238028155,0.01498847245504862,0.0044618268286349605,0.0029976944910097237,0.0022309134143174807,0.2043634346145482,0.16637222443004154,0.04087268692290964,0.08318611221502079
30,0.02,2.0,5.0,2.0,1,5.0,2.0000000000000004,0.20780210434299626,0.16631669757983955,0.04156042086859925,0.08315834878991976,0.016656976413505005,0.018886609848438606,0.003331395282701001,0.009443304924219301,0.015035259523622944,0.004491373419080015,0.003007051904724589,0.0022456867095400073,0.23726347253021088,0.17603343092493468,0.04745269450604218,0.08801671546246732
30,0.02,2.0,5.0,2.0,2,5.0,1.9999999999999996,0.20779698767855884,0.1663288134752772,0.041559397535711765,0.08316440673763861,0.016683168103125787,0.018891982316047214,0.0033366336206251575,0.009445991158023609,0.015061873778243551,0.004488283128113105,0.0030123747556487102,0.002244141564056553,0.20838905787789033,0.16727904250228656,0.041677811575578066,0.0836395212511433
30,0.02,2.0,5.0,2.0,3,5.0,2.0,0.20777699099010732,0.16633295795693842,0.04155539819802147,0.08316647897846921,0.01668089518971848,0.01889939294250088,0.0033361790379436962,0.00944969647125044,0.015025185901208677,0.004468158692661699,0.0030050371802417355,0.0022340793463308493,0.20771747968860724,0.16926302922521552,0.04154349593772145,0.08463151461260776
30,0.02,2.0,5.0,5.0,0,4.999999999999999,5.000000000000002,0.20794282341013226,0.1663359569166346,0.04158856468202646,0.033267191383326906,0.01714440429591286,0.01887833862388924,0.0034288808591825723,0.0037756677247778466,0.015267501912641274,0.0045219741668106345,0.0030535003825282554,0.0009043948333621266,0.2045571888959087,0.16638503758885692,0.04091143777918175,0.03327700751777137
30,0.02,2.0,5.0,5.0,1,4.999999999999998,4.999999999999999,0.20778782145387906,0.16631018518580512,0.041557564290775825,0.03326203703716103,0.01668919591239964,0.018888725280701957,0.003337839182479929,0.003777745056140392,0.015044064092246814,0.004498670477012872,0.003008812818449364,0.0008997340954025745,0.2372534133790755,0.17603486595472995,0.04745068267581511,0.035206973190946
30,0.02,2.0,5.0,5.0,2,4.999999999999999,4.999999999999998,0.20777571264671685,0.1663196717732184,0.04155514252934338,0.03326393435464369,0.016720220941369913,0.018894660196659484,0.0033440441882739832,0.003778932039331898,0.015118246559366518,0.004495951082436865,0.0030236493118733043,0.0008991902164873734,0.2084563289135224,0.16729154839248134,0.04169126578270448,0.03345830967849628
30,0.02,2.0,5.0,5.0,3,5.0,5.0,0.20776929279602488,0.1663082433284234,0.04155385855920497,0.03326164866568468,0.016609115444735936,0.018891996070171994,0.003321823088947187,0.0037783992140343987,0.015079541657222752,0.004495686355319114,0.0030159083314445505,0.0008991372710638228,0.20769541927745025,0.16924459508560707,0.04153908385549005,0.033848919017121414
30,0.02,2.0,10.0,2.0,0,10.000000000000002,2.0,0.2077860612501035,0.1663126299657179,0.020778606125010344,0.08315631498285896,0.016677305394083554,0.01889376706809397,0.001667730539408355,0.009446883534046985,0.01501313360640781,0.004473516195207569,0.001501313360640781,0.0022367580976037846,0.20437692132189844,0.16635473005848175,0.02043769213218984,0.08317736502924088
30,0.02,2.0,10.0,2.0,1,10.000000000000002,1.9999999999999996,0.2077185476573888,0.16630025844273014,0.020771854765738878,0.08315012922136508,0.016283997086626326,0.01888090673146148,0.0016283997086626323,0.009440453365730742,0.014865689243164934,0.004450950645356594,0.001486568924316493,0.0022254753226782975,0.2372161834327169,0.17602280537051124,0.023721618343271685,0.08801140268525563
30,0.02,2.0,10.0,2.0,2,9.999999999999996,2.0,0.2078124169249852,0.166323680333362,0.020781241692498526,0.083161840166681,0.016683544194756313,0.018898903354740076,0.001668354419475632,0.009449451677370038,0.015053568607984222,0.004497878738666031,0.0015053568607984228,0.0022489393693330157,0.20839328407130292,0.16727704218114625,0.0208393284071303,0.08363852109057313
30,0.02,2.0,10.0,2.0,3,10.0,1.9999999999999996,0.20777005580645436,0.16633265436089917,0.020777005580645436,0.0831663271804496,0.016673873349346897,0.018896623482684175,0.0016673873349346898,0.00944831174134209,0.01495647634796209,0.004477310372063782,0.001495647634796209,0.0022386551860318913,0.2077236626153902,0.16925296754982558,0.02077236626153902,0.0846264837749128
30,0.02,2.0,10.0,5.0,0,10.0,5.0,0.2077285107289963,0.16632483203535584,0.020772851072899633,0.03326496640707117,0.016899388354974974,0.01887644999848208,0.0016899388354974973,0.0037752899996964157,0.015422182099565189,0.004665643586401003,0.001542218209956519,0.0009331287172802006,0.2043657400870141,0.16636429851740217,0.02043657400870141,0.033272859703480435
